ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),Neighborhood,OSEBuildingID,PrimaryPropertyType,PropertyGFATotal(m2),SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
65.5,Retail Store,1891.5058944000002,NORTHEAST,24563.0,Retail Store,2494.72533312,,1511058.3827075,20.380000000000003
,Other,1831.5834336,GREATER DUWAMISH,24579.0,Other,2578.9883904000003,1114.8364800000002,3298904.63476,97.41999999999999
,Other - Entertainment/Public Assembly,1221.1175577600002,GREATER DUWAMISH,24581.0,Other,1948.641264,613.160064,328576.11588687496,4.8
,Other,2422.4467680000002,GREATER DUWAMISH,24585.0,Other,2422.4467680000002,,1678673.9185525,18.255000000000003
58.5,Non-Refrigerated Warehouse,2730.79195776,GREATER DUWAMISH,24587.0,Warehouse,2730.79195776,1570.2471820800001,1649667.6815024999,26.36
65.5,Non-Refrigerated Warehouse,1393.5456000000001,GREATER DUWAMISH,24589.0,Warehouse,1895.2220160000002,501.676416,499397.715306875,12.215
8.5,Office,1900.7961984,GREATER DUWAMISH,24591.0,Small- and Mid-Sized Office,1900.7961984,,2105298.30985875,13.91
,Self-Storage Facility,2398.84939584,GREATER DUWAMISH,24593.0,Self-Storage Facility,2398.84939584,,222893.508760439,1.56
49.0,Refrigerated Warehouse,2031.7894848,GREATER DUWAMISH,24598.0,Refrigerated Warehouse,2031.7894848,,1111336.109105,7.525
,Non-Refrigerated Warehouse,4799.742658560001,GREATER DUWAMISH,24599.0,Warehouse,4799.742658560001,,3917063.3655825,64.065
89.0,Medical Office,4051.9660896000005,DELRIDGE,24600.0,Medical Office,4051.9660896000005,,3686686.7943424997,105.4
30.5,Office,1565.8807392,DELRIDGE,24601.0,Small- and Mid-Sized Office,3426.1712121600003,,1191773.81756375,7.52
,Other,2629.43474112,DELRIDGE,24602.0,Other,2650.61663424,102.19334400000001,3820244.5977399996,91.41499999999999
81.5,Non-Refrigerated Warehouse,4046.48481024,DELRIDGE,24603.0,Warehouse,3400.2512640000004,,330368.0858673139,2.08
,Office,1342.63473408,SOUTHWEST,24604.0,Mixed Use Property,3267.95733504,1342.63473408,1133121.44957375,6.859999999999999
90.0,K-12 School,3742.5989664000003,NORTH,24614.0,K-12 School,3409.6344710400003,,1795480.0727412498,43.54
,College/University,2451.9899347200003,LAKE UNION,24624.0,University,3836.24523072,1393.5456000000001,3201236.14797,59.985
47.0,Non-Refrigerated Warehouse,2869.68200256,GREATER DUWAMISH,24629.0,Warehouse,4542.0296256,1672.2547200000001,2471579.3357599997,60.855000000000004
3.0,Office,4038.7738579200004,GREATER DUWAMISH,24630.0,Small- and Mid-Sized Office,4038.7738579200004,,4613480.116845,30.485
18.0,Retail Store,3789.79371072,DELRIDGE,24636.0,Retail Store,3740.7409056,,3904625.65889,34.629999999999995
79.5,Retail Store,3012.56687808,DELRIDGE,24640.0,Retail Store,2434.80287232,,1686726.59806125,33.0
,Other - Recreation,2700.1339545600003,DELRIDGE,24646.0,Other,2529.47107008,790.4190643200001,9085532.60587,285.18
,Other - Education,1114.8364800000002,BALLARD,24649.0,Mixed Use Property,3917.90700288,1059.094656,4358409.866304999,160.25
94.5,Retail Store,4738.05504,NORTHWEST,24653.0,Retail Store,4738.05504,,1432531.91543875,14.280000000000001
,Other,836.1273600000001,GREATER DUWAMISH,24700.0,Mixed Use Property,2508.3820800000003,836.1273600000001,283623.817420439,1.7000000000000002
,Other - Entertainment/Public Assembly,1097.6494176,GREATER DUWAMISH,24701.0,Other,1927.45937088,475.6635648,1139303.57364375,17.535
,Non-Refrigerated Warehouse,3344.5094400000003,GREATER DUWAMISH,24705.0,Warehouse,3790.4440320000003,445.934592,965343.3026062499,25.71
80.5,Office,1871.9962560000001,GREATER DUWAMISH,24708.0,Small- and Mid-Sized Office,1871.9962560000001,,623386.783916875,4.005
,Other,4159.733616,GREATER DUWAMISH,24710.0,Other,4159.733616,,1164403.97857375,27.634999999999998
91.5,Office,2996.1230400000004,DOWNTOWN,24711.0,Small- and Mid-Sized Office,2996.1230400000004,,933896.84365875,11.425
43.5,Office,2926.44576,DOWNTOWN,24712.0,Small- and Mid-Sized Office,3344.5094400000003,,1691241.59544875,11.175
,Non-Refrigerated Warehouse,2257.543872,GREATER DUWAMISH,24714.0,Warehouse,3834.66587904,1234.12398336,2855192.2938699997,84.28
,Refrigerated Warehouse,1455.51192768,GREATER DUWAMISH,24716.0,Refrigerated Warehouse,2269.6212672,807.3274176000001,1435554.7942212499,24.36
,Other,2296.28443968,GREATER DUWAMISH,24717.0,Other,2572.4851776,0.0,18152.3073,0.12
90.0,Office,2097.7506432,GREATER DUWAMISH,24720.0,Small- and Mid-Sized Office,2097.7506432,,977645.3022062499,10.235
24.0,Non-Refrigerated Warehouse,1858.0608000000002,CENTRAL,24725.0,Warehouse,1858.0608000000002,,850749.14764875,28.85
,Non-Refrigerated Warehouse,3530.31552,CENTRAL,24726.0,Warehouse,3901.9276800000002,371.61216,2467180.3949725,81.025
,Self-Storage Facility,1952.63609472,CENTRAL,24758.0,Self-Storage Facility,2252.71291392,300.07681920000005,130456.850175,0.785
99.5,Senior Care Community,22714.79328,NORTH,24769.0,Senior Care Community,22714.79328,,12530482.86607,302.695
,Non-Refrigerated Warehouse,2113.72996608,GREATER DUWAMISH,24778.0,Warehouse,2286.99413568,,107435.597598657,0.7050000000000001
,Parking,7869.816518400001,GREATER DUWAMISH,24780.0,Other,11804.7247776,3934.9082592000004,3640554.0320774997,22.79
71.5,Retail Store,3460.3595308800004,GREATER DUWAMISH,24781.0,Retail Store,3460.3595308800004,,2148265.6283587497,56.25
13.5,Retail Store,2180.24854272,BALLARD,24803.0,Retail Store,2358.2507673600003,,3095401.233015,62.325
93.0,Office,3009.4081747200003,GREATER DUWAMISH,24822.0,Small- and Mid-Sized Office,4557.07991808,934.3258732800001,1701742.47574625,11.52
41.0,Non-Refrigerated Warehouse,2972.89728,GREATER DUWAMISH,24823.0,Warehouse,4841.1774144,,613481.7157837499,20.21
83.5,Office,1948.1767488,GREATER DUWAMISH,24825.0,Small- and Mid-Sized Office,1948.1767488,0.0,284082.240990439,6.355
,Office,2567.46841344,GREATER DUWAMISH,24830.0,Small- and Mid-Sized Office,3626.56306944,1264.5032774400001,1723301.83555125,37.394999999999996
94.5,Office,2229.6729600000003,GREATER DUWAMISH,24840.0,Small- and Mid-Sized Office,2444.2789824,824.42157696,847273.417331875,13.235
90.5,Retail Store,2669.47595136,SOUTHEAST,24857.0,Retail Store,3519.44586432,2305.20313152,12717047.01575,365.0
95.0,K-12 School,2914.8328800000004,DELRIDGE,24862.0,K-12 School,2775.3854169600004,,1597345.08004125,52.6
34.5,Worship Facility,2043.86688,MAGNOLIA / QUEEN ANNE,24868.0,Worship Facility,1871.0672256,0.0,1304550.49978875,47.495
,Self-Storage Facility,6677.313096960001,NORTHWEST,24876.0,Self-Storage Facility,6677.313096960001,,1368857.264025,41.275
92.5,Office,2796.3815040000004,CENTRAL,24886.0,Small- and Mid-Sized Office,3711.75515712,,1756747.23755125,27.975
14.0,Retail Store,1316.2502707200001,CENTRAL,24893.0,Retail Store,1969.544448,653.2941772800001,1783973.9180875,11.870000000000001
27.0,Supermarket/Grocery Store,2644.9495488000002,CENTRAL,24895.0,Supermarket / Grocery Store,2845.6201152000003,226.86922368,6835357.61111,53.69
23.5,Retail Store,1790.33448384,CENTRAL,24896.0,Retail Store,2175.88209984,385.547616,2090944.81203,13.465
,,,MAGNOLIA / QUEEN ANNE,24904.0,Mixed Use Property,2136.76992,,681245.91164,16.59
83.5,K-12 School,10880.43243264,BALLARD,24908.0,K-12 School,10880.43243264,,6660242.4450199995,229.48000000000002
73.0,Worship Facility,2240.8213248,BALLARD,24909.0,Worship Facility,2240.8213248,,1044763.24110564,29.494999999999997
89.0,Worship Facility,2691.4010688000003,BALLARD,24911.0,Worship Facility,3319.9830374400003,628.58196864,1434551.30027875,48.754999999999995
7.5,Non-Refrigerated Warehouse,4598.70048,GREATER DUWAMISH,24943.0,Warehouse,4742.700192,,1361317.1458524999,23.66
39.5,Retail Store,2034.5765760000002,GREATER DUWAMISH,24948.0,Retail Store,2034.5765760000002,,1435410.3169425,35.504999999999995
,Other,763.94169792,GREATER DUWAMISH,24950.0,Other,2365.3113984,,1026054.62018625,6.1
99.0,Distribution Center,6053.93369856,GREATER DUWAMISH,24955.0,Distribution Center,1514.3195520000002,,241962.07795865697,3.8950000000000005
1.0,Non-Refrigerated Warehouse,3108.7215244800004,GREATER DUWAMISH,24958.0,Warehouse,3108.7215244800004,,1864005.29656375,12.32
,Other,972.7877318400001,GREATER DUWAMISH,24959.0,Mixed Use Property,3280.4063424,917.4175200000001,1889171.708685,47.805
,Other,3226.8012883200004,GREATER DUWAMISH,24991.0,Other,3357.5158656000003,,4707740.496069999,31.104999999999997
,Other - Mall,2753.6461056000003,DOWNTOWN,24994.0,Other,4455.90850752,557.4182400000001,8679262.76179,301.025
77.0,Non-Refrigerated Warehouse,1704.770784,DOWNTOWN,25000.0,Warehouse,2220.66136512,418.06368000000003,542841.508820439,14.785
,Self-Storage Facility,2092.3622668800003,NORTHEAST,25001.0,Self-Storage Facility,2092.3622668800003,,818038.99058625,28.14
,Self-Storage Facility,3619.40953536,NORTHEAST,25002.0,Self-Storage Facility,3619.40953536,,1206826.259671875,28.439999999999998
,Non-Refrigerated Warehouse,1314.5780160000002,GREATER DUWAMISH,25025.0,Warehouse,2411.2984032,812.4370848000001,1572190.27358,10.385
,Outpatient Rehabilitation/Physical Therapy,3096.64412928,GREATER DUWAMISH,25042.0,Other,3096.64412928,0.0,806084.8310799999,22.78
70.5,K-12 School,4282.8301440000005,EAST,25069.0,K-12 School,4282.8301440000005,0.0,2788544.8130825,86.725
96.5,Worship Facility,2037.92108544,NORTHWEST,25115.0,Worship Facility,2037.92108544,,716150.725385,28.625
,"Personal Services (Health/Beauty, Dry Cleaning, etc)",2360.29463424,NORTH,25124.0,Other,2360.29463424,,2491241.170155,40.32
53.0,Office,2045.1675225600002,SOUTHEAST,25148.0,Small- and Mid-Sized Office,2159.99568,,954045.654185,6.505
27.0,Non-Refrigerated Warehouse,2787.0912000000003,GREATER DUWAMISH,25163.0,Warehouse,2787.0912000000003,0.0,3795871.65668,126.52
,Non-Refrigerated Warehouse,1961.1831744,GREATER DUWAMISH,25165.0,Warehouse,4183.981309440001,1307.51738496,2264803.8632487496,54.345
84.5,K-12 School,4776.1452864,SOUTHWEST,25217.0,K-12 School,4776.1452864,,2455039.5557875,59.505
,College/University,9386.4586464,MAGNOLIA / QUEEN ANNE,25250.0,University,11397.25204416,185.80608,15744444.092699999,449.89
,College/University,49594.058231040006,MAGNOLIA / QUEEN ANNE,25251.0,University,49888.93248,,87616107.2232,2986.95
79.5,Office,2138.81378688,NORTH,25268.0,Small- and Mid-Sized Office,2138.81378688,,1088514.2381275,14.5
,Refrigerated Warehouse,2043.86688,GREATER DUWAMISH,25275.0,Refrigerated Warehouse,2532.81557952,250.838208,2564802.1953575,17.165
12.5,Non-Refrigerated Warehouse,3065.8003200000003,GREATER DUWAMISH,25276.0,Warehouse,2932.85606976,,3427540.1876099994,117.35
65.0,Non-Refrigerated Warehouse,2091.15452736,GREATER DUWAMISH,25277.0,Warehouse,2091.15452736,,163490.93539865696,1.08
69.5,Non-Refrigerated Warehouse,2897.08839936,GREATER DUWAMISH,25278.0,Warehouse,3714.6351513600002,817.5467520000001,1506187.4344525,44.6
93.0,K-12 School,6853.3643577600005,EAST,25317.0,K-12 School,6853.3643577600005,,3085869.4253275,90.22
90.5,Worship Facility,2456.3563776,EAST,25325.0,Worship Facility,2456.3563776,,893974.0656418749,26.86
,Self-Storage Facility,2675.6075520000004,GREATER DUWAMISH,25364.0,Self-Storage Facility,2675.6075520000004,,1390955.69354875,29.560000000000002
91.0,K-12 School,2889.284544,CENTRAL,25371.0,K-12 School,2647.73664,,1423194.436615,28.165
,Restaurant,2171.42275392,LAKE UNION,25452.0,Mixed Use Property,3218.0684025600003,1826.3808633600001,16151593.85682,494.64
,Automobile Dealership,2141.4150720000002,MAGNOLIA / QUEEN ANNE,25455.0,Other,2141.4150720000002,,4590011.09844,137.23
,Other - Entertainment/Public Assembly,2443.349952,MAGNOLIA / QUEEN ANNE,25457.0,Other,2443.349952,,3743008.93044,109.22
,Restaurant,3165.3923788800003,LAKE UNION,25461.0,Restaurant,3165.3923788800003,,7481711.63349,226.07999999999998
78.5,Office,2035.9701216,LAKE UNION,25462.0,Small- and Mid-Sized Office,2169.7504992,,873674.8101537499,5.775
32.5,Office,2717.8784352000002,MAGNOLIA / QUEEN ANNE,25464.0,Small- and Mid-Sized Office,2865.1297536,109.62558720000001,4123447.0811274997,101.03999999999999
,Other,1888.9046092800002,NORTHEAST,25471.0,Other,1888.9046092800002,,632981.499556875,17.080000000000002
100.0,Worship Facility,2029.931424,CENTRAL,25513.0,Worship Facility,2029.931424,,399417.01509731397,12.92
,Office,15089.49756288,DOWNTOWN,25528.0,Large Office,28572.98027328,7716.89811456,10380596.07208,67.97
,Self-Storage Facility,2629.99215936,MAGNOLIA / QUEEN ANNE,25537.0,Self-Storage Facility,2629.99215936,,489296.1587604389,12.27
78.5,Hotel,4227.08832,DOWNTOWN,25540.0,Hotel,4227.08832,,2973046.3204624997,112.88499999999999
,Office,2718.15714432,DOWNTOWN,25541.0,Small- and Mid-Sized Office,3565.2470630400003,223.80342336,2176285.1864849995,14.085
,Office,2240.8213248,DOWNTOWN,25543.0,Small- and Mid-Sized Office,3976.62172416,611.5807123200001,1696320.1926999998,47.785
,Office,2474.84408256,DOWNTOWN,25548.0,Small- and Mid-Sized Office,3093.671232,261.98657280000003,1380756.230705,17.825000000000003
98.5,Hotel,2364.382368,DOWNTOWN,25553.0,Hotel,2364.382368,,510729.5378073139,3.49
,Other,2062.4474880000002,DOWNTOWN,25554.0,Other,2062.4474880000002,,197676.091082314,6.42
,Non-Refrigerated Warehouse,1834.7421369600002,MAGNOLIA / QUEEN ANNE,25563.0,Warehouse,2740.45387392,849.8770099200001,3896633.843155,48.379999999999995
24.5,Non-Refrigerated Warehouse,2141.4150720000002,LAKE UNION,25567.0,Warehouse,2141.4150720000002,,540309.579103125,3.34
45.5,,,LAKE UNION,25568.0,Small- and Mid-Sized Office,4491.861984,,3485604.0958849997,22.045
79.5,Retail Store,4273.53984,NORTHEAST,25572.0,Retail Store,4279.02111936,,1767051.94263,20.15
74.0,Medical Office,2192.0472288,NORTHEAST,25635.0,Medical Office,2192.0472288,,864133.1112787499,6.41
,,,DOWNTOWN,25654.0,Retail Store,2006.705664,,194212.27962000002,1.28
94.5,Office,2614.47735168,DOWNTOWN,25657.0,Small- and Mid-Sized Office,2614.47735168,,1035579.96563125,35.37
,Office,1144.0080345600002,DOWNTOWN,25658.0,Small- and Mid-Sized Office,2671.8914304,559.2763008000001,2944055.6455475,124.565
99.0,Office,2972.9901830400004,DOWNTOWN,25659.0,Small- and Mid-Sized Office,3626.0056512,621.0568224,806905.502906875,13.024999999999999
74.0,Office,2586.23482752,DOWNTOWN,25660.0,Small- and Mid-Sized Office,2586.23482752,,1403226.9645262498,8.93
65.5,Office,2197.9930233600003,DOWNTOWN,25661.0,Small- and Mid-Sized Office,4386.417033600001,2078.79842304,2896713.1251099994,65.515
,Other,3370.5222912000004,EAST,25663.0,Other,5720.9692032,2151.07698816,4938177.469495,72.025
,Office,2761.0783488,EAST,25664.0,Small- and Mid-Sized Office,2853.9813888000003,92.90304,1446442.0243025,26.12
,Retail Store,905.8046400000001,EAST,25666.0,Mixed Use Property,1917.5187456,855.8228044800001,399847.38066543895,2.645
,Retail Store,1391.9662483200002,EAST,25667.0,Mixed Use Property,3243.61673856,988.3025395200001,1406477.010915,9.585
,Office,950.21229312,EAST,25670.0,Small- and Mid-Sized Office,1941.3948268800002,318.93613632,1017013.05298564,16.705
99.0,Retail Store,3431.8382976000003,EAST,25671.0,Retail Store,3431.8382976000003,,521325.40647543897,3.4450000000000003
,Office,2124.32091264,EAST,25672.0,Small- and Mid-Sized Office,2124.32091264,,1233009.51883875,20.355
78.0,Retail Store,2991.9424032,EAST,25673.0,Retail Store,2809.3879296,66.33277056,1334225.0514075,17.665
,Other,2510.42594688,NORTHEAST,25694.0,Other,2655.72630144,,5369411.352,35.480000000000004
,Hotel,2006.705664,DOWNTOWN,25709.0,Hotel,2675.6075520000004,668.9018880000001,5098379.098719999,199.345
,,,DOWNTOWN,25711.0,Restaurant,2675.6075520000004,,1031571.8256618748,30.785
2.5,Office,2250.76195008,DOWNTOWN,25713.0,Small- and Mid-Sized Office,3270.3728140800004,847.9260460800001,3640371.3748149998,24.055
1.0,Senior Care Community,6413.5613664,EAST,25737.0,Senior Care Community,8836.65845568,2423.09708928,7960447.21861,187.995
69.0,Worship Facility,2285.414784,EAST,25743.0,Worship Facility,2285.414784,,381695.17227731395,6.285
,Worship Facility,2668.6398240000003,EAST,25745.0,Worship Facility,4538.313504000001,401.805648,1319706.6345125001,61.55
100.0,Hospital (General Medical & Surgical),10193.87896704,SOUTHWEST,25772.0,Hospital,5096.93948352,,2175607.1785525,14.275
,Non-Refrigerated Warehouse,1244.25041472,GREATER DUWAMISH,25839.0,Warehouse,2322.576,696.7728000000001,2147650.39649625,63.81
,Non-Refrigerated Warehouse,2229.6729600000003,GREATER DUWAMISH,25842.0,Warehouse,2322.576,92.90304,305275.97302312497,7.255
,Manufacturing/Industrial Plant,2136.76992,GREATER DUWAMISH,25844.0,Other,2101.65257088,,891115.446513125,24.08
90.0,Office,2077.7764896000003,EAST,25847.0,Small- and Mid-Sized Office,2558.9213337600004,347.82898176000003,1112794.8614375,16.19
,Office,2404.7022873600004,DOWNTOWN,25886.0,Small- and Mid-Sized Office,4404.9976416,650.32128,1726751.61798625,10.89
,Other - Entertainment/Public Assembly,2133.0537984000002,MAGNOLIA / QUEEN ANNE,25907.0,Other,2133.0537984000002,,2537824.179275,88.19999999999999
17.5,Supermarket/Grocery Store,4156.38910656,EAST,25914.0,Supermarket / Grocery Store,4156.38910656,0.0,15935177.8395,390.58
,Retail Store,1968.98702976,NORTHEAST,25932.0,Mixed Use Property,2116.14544512,1200.58598592,2813882.3427475,117.215
24.5,Worship Facility,1955.7947980800002,BALLARD,25935.0,Worship Facility,2003.1753484800001,37.161216,1073761.92761875,36.07
,Other - Entertainment/Public Assembly,2392.53198912,CENTRAL,25954.0,Other,2392.53198912,,1808497.33708,62.79
,Other - Recreation,6622.1286912000005,EAST,25955.0,Other,6622.1286912000005,,26007334.506,898.7750000000001
83.5,K-12 School,3557.90772288,EAST,25956.0,K-12 School,3557.90772288,,2579983.1899325,76.05000000000001
40.5,Senior Care Community,13804.462713600002,EAST,25965.0,Senior Care Community,14243.150868480001,6718.46914368,22320672.10992,723.05
85.5,Office,29669.60775744,DOWNTOWN,25992.0,Mixed Use Property,112103.31127680001,16819.816682880002,30737624.27192,412.735
43.5,Worship Facility,2248.253568,SOUTHEAST,26002.0,Worship Facility,2248.253568,0.0,1231687.13301125,30.525
,Self-Storage Facility,6198.490828800001,DELRIDGE,26040.0,Self-Storage Facility,6188.271494400001,,778387.132195,17.515
59.5,K-12 School,1394.10301824,NORTHWEST,26098.0,K-12 School,2157.39439488,,1416372.8143025,54.385000000000005
,Fitness Center/Health Club/Gym,696.8657030400001,EAST,26115.0,Mixed Use Property,2273.89480704,545.52665088,2861298.45362,90.60499999999999
,Retail Store,1787.4544896000002,EAST,26119.0,Retail Store,2299.35024,190.451232,1023403.25440625,28.665
50.5,K-12 School,4532.08900032,EAST,26125.0,K-12 School,5574.182400000001,,4488518.151032499,128.985
,Other - Entertainment/Public Assembly,4325.565542400001,EAST,26126.0,Other,4325.565542400001,,951503.0584968749,22.95
60.5,Bank Branch,2322.576,MAGNOLIA / QUEEN ANNE,26139.0,Other,2824.9956403200003,502.41964032000004,1548151.7205987498,10.125
88.5,Office,2638.446336,MAGNOLIA / QUEEN ANNE,26146.0,Small- and Mid-Sized Office,2797.2176313600003,668.9018880000001,1704114.8440974997,34.065
82.5,K-12 School,3709.5254841600004,SOUTHWEST,26150.0,K-12 School,3709.5254841600004,,2225711.4504225,47.745000000000005
93.5,Office,2367.26236224,MAGNOLIA / QUEEN ANNE,26154.0,Small- and Mid-Sized Office,2367.26236224,,1050437.518375,34.44
72.5,Senior Care Community,13126.920842880001,SOUTHEAST,26157.0,Senior Care Community,13126.920842880001,,21706941.597799998,708.02
76.5,Office,3029.5681344000004,LAKE UNION,26183.0,Small- and Mid-Sized Office,2581.58967552,452.80941696,2180105.4268624997,36.025000000000006
78.5,Hotel,3874.4283801600004,NORTHWEST,26218.0,Hotel,3874.4283801600004,,2067120.0405812499,57.535
,Other,3158.7033600000004,GREATER DUWAMISH,26233.0,Other,3344.5094400000003,130.064256,4009522.7573875,62.25
52.5,Non-Refrigerated Warehouse,1950.9638400000001,GREATER DUWAMISH,26235.0,Warehouse,2073.96746496,,668024.526161875,20.744999999999997
,Other - Entertainment/Public Assembly,2972.89728,GREATER DUWAMISH,26236.0,Other,2913.4393344,,1881031.98672625,38.42
,Retail Store,1332.60120576,GREATER DUWAMISH,26237.0,Mixed Use Property,2833.1711078400003,954.30002688,2203659.773245,45.28
83.5,Office,1223.997552,EAST,26254.0,Small- and Mid-Sized Office,2564.123904,852.385392,1089636.5582024998,12.34
77.0,Senior Care Community,5202.57024,Northwest,26289.0,Senior Care Community,5200.15476096,,6720552.31227,197.485
78.5,K-12 School,4914.663719040001,GREATER DUWAMISH,26319.0,K-12 School,4914.663719040001,,2556595.0155,55.59
94.5,Senior Care Community,2098.0293523200003,NORTH,26324.0,Senior Care Community,2098.0293523200003,,2250827.9450175,68.155
40.5,Office,2408.69711808,LAKE UNION,26331.0,Small- and Mid-Sized Office,2943.72572544,627.0955200000001,2298524.438085,15.185
93.5,Office,2314.58633856,LAKE UNION,26348.0,Small- and Mid-Sized Office,2479.9537497600004,438.50234880000005,751876.90334,4.789999999999999
68.5,Non-Refrigerated Warehouse,2322.576,NORTHWEST,26359.0,Warehouse,2731.349376,,241705.014225,1.6
81.5,Hotel,2085.85905408,GREATER DUWAMISH,26379.0,Hotel,2085.85905408,,1398330.6288899998,43.295
20.5,Bank Branch,1619.67159936,NORTHEAST,26392.0,Other,2393.8326316800003,,1742460.9338562498,11.24
73.5,Retail Store,1354.9908384,NORTHEAST,26393.0,Retail Store,3150.3420864000004,1343.5637644800001,2045163.5166274998,37.129999999999995
,Worship Facility,5797.149696,NORTHEAST,26396.0,Worship Facility,7283.69123904,923.4562176000001,2932899.04546,77.875
31.0,Non-Refrigerated Warehouse,3834.5729760000004,LAKE UNION,26460.0,Warehouse,7312.9556966400005,2731.2564729600003,4739938.553385001,47.045
93.0,K-12 School,2855.8394496,LAKE UNION,26465.0,K-12 School,3093.671232,,2098464.42247375,68.41
28.5,Supermarket/Grocery Store,2896.1593689600004,LAKE UNION,26473.0,Supermarket / Grocery Store,2676.35077632,,10362872.11914,237.51
58.0,Office,1947.4335244800002,NORTHEAST,26528.0,Small- and Mid-Sized Office,2598.12641664,650.69289216,1266617.5979024998,7.675
38.0,Supermarket/Grocery Store,2399.4997171200002,NORTHEAST,26529.0,Supermarket / Grocery Store,2436.47512704,0.0,8224556.959464999,152.215
19.5,Bank Branch,1782.15901632,NORTHEAST,26535.0,Mixed Use Property,3246.77544192,1782.15901632,1284338.9791337498,7.88
,Office,1898.38071936,LAKE UNION,26587.0,Small- and Mid-Sized Office,3496.7775225600003,702.0682732800001,6362187.731255,41.44
62.5,Office,1709.415936,DOWNTOWN,26593.0,Small- and Mid-Sized Office,2121.9054336,412.48949760000005,1096844.79406375,6.27
,Museum,968.0496768,DOWNTOWN,26594.0,Other,1989.9831168,464.51520000000005,879708.30264625,9.435
,Office,1939.8154752,DOWNTOWN,26596.0,Small- and Mid-Sized Office,1939.8154752,,1435504.6129299998,31.724999999999998
,Office,1207.73952,DOWNTOWN,26600.0,Mixed Use Property,2415.47904,1207.73952,1445913.76894875,36.205
,Office,1124.126784,DOWNTOWN,26601.0,Small- and Mid-Sized Office,3593.0250720000004,397.71791424,1969456.82909125,41.83
,Office,2976.5204985600003,DOWNTOWN,26602.0,Small- and Mid-Sized Office,4640.59975104,2232.9245664,5804694.818549999,169.73000000000002
11.0,Medical Office,2404.3306752000003,SOUTHEAST,26611.0,Medical Office,2404.3306752000003,,2063051.9270449998,20.795
,Worship Facility,2982.00177792,NORTHEAST,26657.0,Worship Facility,3810.2323795200004,214.6060224,1404751.3284025,40.644999999999996
,Social/Meeting Hall,1679.2224480000002,NORTHEAST,26667.0,Other,1957.9315680000002,278.70912000000004,1823070.6830362498,51.67
77.0,Worship Facility,5938.548122880001,NORTHEAST,26670.0,Worship Facility,4318.5978144,,1896535.6318374998,47.14
88.5,Office,3787.4711347200005,NORTHWEST,26681.0,Small- and Mid-Sized Office,5285.81136384,1498.34022912,1795844.7937949998,28.94
65.0,Worship Facility,2554.8336000000004,NORTHWEST,26695.0,Worship Facility,2554.8336000000004,,673380.010721875,13.969999999999999
90.5,Office,2043.86688,DOWNTOWN,26705.0,Small- and Mid-Sized Office,3403.0383552000003,1021.93344,564323.2722331249,3.73
,Office,1564.3013875200002,DOWNTOWN,26706.0,Small- and Mid-Sized Office,2492.5885632,929.0304000000001,2312918.4897824996,58.894999999999996
93.5,Office,3894.4954368000003,DOWNTOWN,26708.0,Small- and Mid-Sized Office,3894.4954368000003,,1238047.8919275,8.18
95.5,Office,4087.73376,DOWNTOWN,26710.0,Small- and Mid-Sized Office,3426.1712121600003,,1280480.09718375,23.94
69.5,Office,2538.29685888,DOWNTOWN,26719.0,Small- and Mid-Sized Office,3125.2582656000004,,1236554.12479125,7.57
18.0,Non-Refrigerated Warehouse,2454.1267046400003,DOWNTOWN,26720.0,Warehouse,4039.7957913600003,885.4588742400001,1660473.3422575,10.969999999999999
,Office,1003.352832,DOWNTOWN,26726.0,Mixed Use Property,2088.4603392000004,1003.352832,1046971.9759812499,6.92
47.5,Hotel,2154.70020672,DOWNTOWN,26728.0,Hotel,3067.47257472,572.7472416,5585203.30133,175.14999999999998
91.0,Office,2861.4136320000002,DOWNTOWN,26731.0,Small- and Mid-Sized Office,2462.8595904000003,,1051617.43839564,11.225
79.0,Non-Refrigerated Warehouse,3086.4247948800003,LAKE UNION,26759.0,Warehouse,3718.7228851200002,948.35423232,1004761.696001875,6.82
21.0,Office,2441.6776972800003,LAKE UNION,26761.0,Small- and Mid-Sized Office,4135.1143104,1693.4366131200002,2435877.424185,15.67
84.0,Worship Facility,2008.93533696,NORTH,26773.0,Worship Facility,2008.93533696,,771876.3569349999,20.34
77.0,K-12 School,4533.57544896,NORTHWEST,26808.0,K-12 School,3924.13150656,,2669493.82092,70.13
90.5,K-12 School,4740.47051904,Northwest,26821.0,K-12 School,4771.5001344,,1674887.37415375,30.875
,Office,1077.675264,DOWNTOWN,26833.0,Small- and Mid-Sized Office,2006.705664,929.0304000000001,1649556.1089075,36.225
99.0,Hotel,3767.40407808,DOWNTOWN,26838.0,Hotel,3767.40407808,,1484048.0554125,52.325
,Office,2142.25119936,DOWNTOWN,26847.0,Small- and Mid-Sized Office,2920.1283532800003,661.93416,1511687.52817375,9.989999999999998
100.0,Retail Store,1254.1910400000002,DOWNTOWN,26849.0,Retail Store,2280.769632,1026.578592,666095.57974625,6.445
82.0,K-12 School,5671.91639808,LAKE UNION,26870.0,K-12 School,5671.91639808,,2623663.7289925,44.28
,Social/Meeting Hall,1241.5562265600001,CENTRAL,26883.0,Other,2402.84422656,782.2435968000001,991244.33348689,32.42
