OSEBuildingID,PrimaryPropertyType,Neighborhood,PropertyGFATotal(m2),LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),SecondLargestPropertyUseTypeGFA(m2),ENERGYSTARScore,SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
24537,Warehouse,GREATER DUWAMISH,3095.5292928000003,Non-Refrigerated Warehouse,2991.4778880000003,111.483648,,2652523.5764674996,65.2
24538,Warehouse,GREATER DUWAMISH,4461.2039808,Non-Refrigerated Warehouse,4440.765312,,72.0,2682615.9977875,57.17
24539,Warehouse,GREATER DUWAMISH,2547.4013568,Non-Refrigerated Warehouse,2587.3496640000003,,53.5,1436250.60629125,37.315
24547,K-12 School,CENTRAL,2243.79422208,K-12 School,2243.79422208,,100.0,85124.037725439,0.7350000000000001
24560,K-12 School,NORTHEAST,4054.7531808000003,K-12 School,3437.4124800000004,,67.0,2621080.5464649997,85.225
24563,Retail Store,NORTHEAST,2494.72533312,Retail Store,1891.5058944000002,,65.5,1511058.3827075,20.380000000000003
24579,Other,GREATER DUWAMISH,2578.9883904000003,Other,1831.5834336,1114.8364800000002,,3298904.63476,97.41999999999999
24581,Other,GREATER DUWAMISH,1948.641264,Other - Entertainment/Public Assembly,1221.1175577600002,613.160064,,328576.11588687496,4.8
24585,Other,GREATER DUWAMISH,2422.4467680000002,Other,2422.4467680000002,,,1678673.9185525,18.255000000000003
24587,Warehouse,GREATER DUWAMISH,2730.79195776,Non-Refrigerated Warehouse,2730.79195776,1570.2471820800001,58.5,1649667.6815024999,26.36
24589,Warehouse,GREATER DUWAMISH,1895.2220160000002,Non-Refrigerated Warehouse,1393.5456000000001,501.676416,65.5,499397.715306875,12.215
24591,Small- and Mid-Sized Office,GREATER DUWAMISH,1900.7961984,Office,1900.7961984,,8.5,2105298.30985875,13.91
24593,Self-Storage Facility,GREATER DUWAMISH,2398.84939584,Self-Storage Facility,2398.84939584,,,222893.508760439,1.56
24598,Refrigerated Warehouse,GREATER DUWAMISH,2031.7894848,Refrigerated Warehouse,2031.7894848,,49.0,1111336.109105,7.525
24599,Warehouse,GREATER DUWAMISH,4799.742658560001,Non-Refrigerated Warehouse,4799.742658560001,,,3917063.3655825,64.065
24600,Medical Office,DELRIDGE,4051.9660896000005,Medical Office,4051.9660896000005,,89.0,3686686.7943424997,105.4
24601,Small- and Mid-Sized Office,DELRIDGE,3426.1712121600003,Office,1565.8807392,,30.5,1191773.81756375,7.52
24602,Other,DELRIDGE,2650.61663424,Other,2629.43474112,102.19334400000001,,3820244.5977399996,91.41499999999999
24603,Warehouse,DELRIDGE,3400.2512640000004,Non-Refrigerated Warehouse,4046.48481024,,81.5,330368.0858673139,2.08
24604,Mixed Use Property,SOUTHWEST,3267.95733504,Office,1342.63473408,1342.63473408,,1133121.44957375,6.859999999999999
24614,K-12 School,NORTH,3409.6344710400003,K-12 School,3742.5989664000003,,90.0,1795480.0727412498,43.54
24624,University,LAKE UNION,3836.24523072,College/University,2451.9899347200003,1393.5456000000001,,3201236.14797,59.985
24629,Warehouse,GREATER DUWAMISH,4542.0296256,Non-Refrigerated Warehouse,2869.68200256,1672.2547200000001,47.0,2471579.3357599997,60.855000000000004
24630,Small- and Mid-Sized Office,GREATER DUWAMISH,4038.7738579200004,Office,4038.7738579200004,,3.0,4613480.116845,30.485
24636,Retail Store,DELRIDGE,3740.7409056,Retail Store,3789.79371072,,18.0,3904625.65889,34.629999999999995
24640,Retail Store,DELRIDGE,2434.80287232,Retail Store,3012.56687808,,79.5,1686726.59806125,33.0
24646,Other,DELRIDGE,2529.47107008,Other - Recreation,2700.1339545600003,790.4190643200001,,9085532.60587,285.18
24649,Mixed Use Property,BALLARD,3917.90700288,Other - Education,1114.8364800000002,1059.094656,,4358409.866304999,160.25
24653,Retail Store,NORTHWEST,4738.05504,Retail Store,4738.05504,,94.5,1432531.91543875,14.280000000000001
24700,Mixed Use Property,GREATER DUWAMISH,2508.3820800000003,Other,836.1273600000001,836.1273600000001,,283623.817420439,1.7000000000000002
24701,Other,GREATER DUWAMISH,1927.45937088,Other - Entertainment/Public Assembly,1097.6494176,475.6635648,,1139303.57364375,17.535
24705,Warehouse,GREATER DUWAMISH,3790.4440320000003,Non-Refrigerated Warehouse,3344.5094400000003,445.934592,,965343.3026062499,25.71
24708,Small- and Mid-Sized Office,GREATER DUWAMISH,1871.9962560000001,Office,1871.9962560000001,,80.5,623386.783916875,4.005
24710,Other,GREATER DUWAMISH,4159.733616,Other,4159.733616,,,1164403.97857375,27.634999999999998
24711,Small- and Mid-Sized Office,DOWNTOWN,2996.1230400000004,Office,2996.1230400000004,,91.5,933896.84365875,11.425
24712,Small- and Mid-Sized Office,DOWNTOWN,3344.5094400000003,Office,2926.44576,,43.5,1691241.59544875,11.175
24714,Warehouse,GREATER DUWAMISH,3834.66587904,Non-Refrigerated Warehouse,2257.543872,1234.12398336,,2855192.2938699997,84.28
24716,Refrigerated Warehouse,GREATER DUWAMISH,2269.6212672,Refrigerated Warehouse,1455.51192768,807.3274176000001,,1435554.7942212499,24.36
24717,Other,GREATER DUWAMISH,2572.4851776,Other,2296.28443968,0.0,,18152.3073,0.12
24720,Small- and Mid-Sized Office,GREATER DUWAMISH,2097.7506432,Office,2097.7506432,,90.0,977645.3022062499,10.235
24725,Warehouse,CENTRAL,1858.0608000000002,Non-Refrigerated Warehouse,1858.0608000000002,,24.0,850749.14764875,28.85
24726,Warehouse,CENTRAL,3901.9276800000002,Non-Refrigerated Warehouse,3530.31552,371.61216,,2467180.3949725,81.025
24758,Self-Storage Facility,CENTRAL,2252.71291392,Self-Storage Facility,1952.63609472,300.07681920000005,,130456.850175,0.785
24769,Senior Care Community,NORTH,22714.79328,Senior Care Community,22714.79328,,99.5,12530482.86607,302.695
24778,Warehouse,GREATER DUWAMISH,2286.99413568,Non-Refrigerated Warehouse,2113.72996608,,,107435.597598657,0.7050000000000001
24780,Other,GREATER DUWAMISH,11804.7247776,Parking,7869.816518400001,3934.9082592000004,,3640554.0320774997,22.79
24781,Retail Store,GREATER DUWAMISH,3460.3595308800004,Retail Store,3460.3595308800004,,71.5,2148265.6283587497,56.25
24803,Retail Store,BALLARD,2358.2507673600003,Retail Store,2180.24854272,,13.5,3095401.233015,62.325
24822,Small- and Mid-Sized Office,GREATER DUWAMISH,4557.07991808,Office,3009.4081747200003,934.3258732800001,93.0,1701742.47574625,11.52
24823,Warehouse,GREATER DUWAMISH,4841.1774144,Non-Refrigerated Warehouse,2972.89728,,41.0,613481.7157837499,20.21
24825,Small- and Mid-Sized Office,GREATER DUWAMISH,1948.1767488,Office,1948.1767488,0.0,83.5,284082.240990439,6.355
24830,Small- and Mid-Sized Office,GREATER DUWAMISH,3626.56306944,Office,2567.46841344,1264.5032774400001,,1723301.83555125,37.394999999999996
24840,Small- and Mid-Sized Office,GREATER DUWAMISH,2444.2789824,Office,2229.6729600000003,824.42157696,94.5,847273.417331875,13.235
24857,Retail Store,SOUTHEAST,3519.44586432,Retail Store,2669.47595136,2305.20313152,90.5,12717047.01575,365.0
24862,K-12 School,DELRIDGE,2775.3854169600004,K-12 School,2914.8328800000004,,95.0,1597345.08004125,52.6
24868,Worship Facility,MAGNOLIA / QUEEN ANNE,1871.0672256,Worship Facility,2043.86688,0.0,34.5,1304550.49978875,47.495
24876,Self-Storage Facility,NORTHWEST,6677.313096960001,Self-Storage Facility,6677.313096960001,,,1368857.264025,41.275
24886,Small- and Mid-Sized Office,CENTRAL,3711.75515712,Office,2796.3815040000004,,92.5,1756747.23755125,27.975
24893,Retail Store,CENTRAL,1969.544448,Retail Store,1316.2502707200001,653.2941772800001,14.0,1783973.9180875,11.870000000000001
24895,Supermarket / Grocery Store,CENTRAL,2845.6201152000003,Supermarket/Grocery Store,2644.9495488000002,226.86922368,27.0,6835357.61111,53.69
24896,Retail Store,CENTRAL,2175.88209984,Retail Store,1790.33448384,385.547616,23.5,2090944.81203,13.465
24904,Mixed Use Property,MAGNOLIA / QUEEN ANNE,2136.76992,,,,,681245.91164,16.59
24908,K-12 School,BALLARD,10880.43243264,K-12 School,10880.43243264,,83.5,6660242.4450199995,229.48000000000002
24909,Worship Facility,BALLARD,2240.8213248,Worship Facility,2240.8213248,,73.0,1044763.24110564,29.494999999999997
24911,Worship Facility,BALLARD,3319.9830374400003,Worship Facility,2691.4010688000003,628.58196864,89.0,1434551.30027875,48.754999999999995
24943,Warehouse,GREATER DUWAMISH,4742.700192,Non-Refrigerated Warehouse,4598.70048,,7.5,1361317.1458524999,23.66
24948,Retail Store,GREATER DUWAMISH,2034.5765760000002,Retail Store,2034.5765760000002,,39.5,1435410.3169425,35.504999999999995
24950,Other,GREATER DUWAMISH,2365.3113984,Other,763.94169792,,,1026054.62018625,6.1
24955,Distribution Center,GREATER DUWAMISH,1514.3195520000002,Distribution Center,6053.93369856,,99.0,241962.07795865697,3.8950000000000005
24958,Warehouse,GREATER DUWAMISH,3108.7215244800004,Non-Refrigerated Warehouse,3108.7215244800004,,1.0,1864005.29656375,12.32
24959,Mixed Use Property,GREATER DUWAMISH,3280.4063424,Other,972.7877318400001,917.4175200000001,,1889171.708685,47.805
24991,Other,GREATER DUWAMISH,3357.5158656000003,Other,3226.8012883200004,,,4707740.496069999,31.104999999999997
24994,Other,DOWNTOWN,4455.90850752,Other - Mall,2753.6461056000003,557.4182400000001,,8679262.76179,301.025
25000,Warehouse,DOWNTOWN,2220.66136512,Non-Refrigerated Warehouse,1704.770784,418.06368000000003,77.0,542841.508820439,14.785
25001,Self-Storage Facility,NORTHEAST,2092.3622668800003,Self-Storage Facility,2092.3622668800003,,,818038.99058625,28.14
25002,Self-Storage Facility,NORTHEAST,3619.40953536,Self-Storage Facility,3619.40953536,,,1206826.259671875,28.439999999999998
25025,Warehouse,GREATER DUWAMISH,2411.2984032,Non-Refrigerated Warehouse,1314.5780160000002,812.4370848000001,,1572190.27358,10.385
25042,Other,GREATER DUWAMISH,3096.64412928,Outpatient Rehabilitation/Physical Therapy,3096.64412928,0.0,,806084.8310799999,22.78
25069,K-12 School,EAST,4282.8301440000005,K-12 School,4282.8301440000005,0.0,70.5,2788544.8130825,86.725
25115,Worship Facility,NORTHWEST,2037.92108544,Worship Facility,2037.92108544,,96.5,716150.725385,28.625
25124,Other,NORTH,2360.29463424,"Personal Services (Health/Beauty, Dry Cleaning, etc)",2360.29463424,,,2491241.170155,40.32
25148,Small- and Mid-Sized Office,SOUTHEAST,2159.99568,Office,2045.1675225600002,,53.0,954045.654185,6.505
25163,Warehouse,GREATER DUWAMISH,2787.0912000000003,Non-Refrigerated Warehouse,2787.0912000000003,0.0,27.0,3795871.65668,126.52
25165,Warehouse,GREATER DUWAMISH,4183.981309440001,Non-Refrigerated Warehouse,1961.1831744,1307.51738496,,2264803.8632487496,54.345
25217,K-12 School,SOUTHWEST,4776.1452864,K-12 School,4776.1452864,,84.5,2455039.5557875,59.505
25250,University,MAGNOLIA / QUEEN ANNE,11397.25204416,College/University,9386.4586464,185.80608,,15744444.092699999,449.89
25251,University,MAGNOLIA / QUEEN ANNE,49888.93248,College/University,49594.058231040006,,,87616107.2232,2986.95
25268,Small- and Mid-Sized Office,NORTH,2138.81378688,Office,2138.81378688,,79.5,1088514.2381275,14.5
25275,Refrigerated Warehouse,GREATER DUWAMISH,2532.81557952,Refrigerated Warehouse,2043.86688,250.838208,,2564802.1953575,17.165
25276,Warehouse,GREATER DUWAMISH,2932.85606976,Non-Refrigerated Warehouse,3065.8003200000003,,12.5,3427540.1876099994,117.35
25277,Warehouse,GREATER DUWAMISH,2091.15452736,Non-Refrigerated Warehouse,2091.15452736,,65.0,163490.93539865696,1.08
25278,Warehouse,GREATER DUWAMISH,3714.6351513600002,Non-Refrigerated Warehouse,2897.08839936,817.5467520000001,69.5,1506187.4344525,44.6
25317,K-12 School,EAST,6853.3643577600005,K-12 School,6853.3643577600005,,93.0,3085869.4253275,90.22
25325,Worship Facility,EAST,2456.3563776,Worship Facility,2456.3563776,,90.5,893974.0656418749,26.86
25361,K-12 School,NORTHEAST,4048.5286771200003,K-12 School,4215.0109248,,,,
25364,Self-Storage Facility,GREATER DUWAMISH,2675.6075520000004,Self-Storage Facility,2675.6075520000004,,,1390955.69354875,29.560000000000002
25371,K-12 School,CENTRAL,2647.73664,K-12 School,2889.284544,,91.0,1423194.436615,28.165
25451,Restaurant,LAKE UNION,2463.69571776,Restaurant,1262.7381196800002,1200.95759808,,,
25452,Mixed Use Property,LAKE UNION,3218.0684025600003,Restaurant,2171.42275392,1826.3808633600001,,16151593.85682,494.64
25455,Other,MAGNOLIA / QUEEN ANNE,2141.4150720000002,Automobile Dealership,2141.4150720000002,,,4590011.09844,137.23
25457,Other,MAGNOLIA / QUEEN ANNE,2443.349952,Other - Entertainment/Public Assembly,2443.349952,,,3743008.93044,109.22
25461,Restaurant,LAKE UNION,3165.3923788800003,Restaurant,3165.3923788800003,,,7481711.63349,226.07999999999998
25462,Small- and Mid-Sized Office,LAKE UNION,2169.7504992,Office,2035.9701216,,78.5,873674.8101537499,5.775
25464,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2865.1297536,Office,2717.8784352000002,109.62558720000001,32.5,4123447.0811274997,101.03999999999999
25471,Other,NORTHEAST,1888.9046092800002,Other,1888.9046092800002,,,632981.499556875,17.080000000000002
25513,Worship Facility,CENTRAL,2029.931424,Worship Facility,2029.931424,,100.0,399417.01509731397,12.92
25528,Large Office,DOWNTOWN,28572.98027328,Office,15089.49756288,7716.89811456,,10380596.07208,67.97
25537,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,2629.99215936,Self-Storage Facility,2629.99215936,,,489296.1587604389,12.27
25540,Hotel,DOWNTOWN,4227.08832,Hotel,4227.08832,,78.5,2973046.3204624997,112.88499999999999
25541,Small- and Mid-Sized Office,DOWNTOWN,3565.2470630400003,Office,2718.15714432,223.80342336,,2176285.1864849995,14.085
25543,Small- and Mid-Sized Office,DOWNTOWN,3976.62172416,Office,2240.8213248,611.5807123200001,,1696320.1926999998,47.785
25548,Small- and Mid-Sized Office,DOWNTOWN,3093.671232,Office,2474.84408256,261.98657280000003,,1380756.230705,17.825000000000003
25553,Hotel,DOWNTOWN,2364.382368,Hotel,2364.382368,,98.5,510729.5378073139,3.49
25554,Other,DOWNTOWN,2062.4474880000002,Other,2062.4474880000002,,,197676.091082314,6.42
25563,Warehouse,MAGNOLIA / QUEEN ANNE,2740.45387392,Non-Refrigerated Warehouse,1834.7421369600002,849.8770099200001,,3896633.843155,48.379999999999995
25567,Warehouse,LAKE UNION,2141.4150720000002,Non-Refrigerated Warehouse,2141.4150720000002,,24.5,540309.579103125,3.34
25568,Small- and Mid-Sized Office,LAKE UNION,4491.861984,,,,45.5,3485604.0958849997,22.045
25572,Retail Store,NORTHEAST,4279.02111936,Retail Store,4273.53984,,79.5,1767051.94263,20.15
25635,Medical Office,NORTHEAST,2192.0472288,Medical Office,2192.0472288,,74.0,864133.1112787499,6.41
25654,Retail Store,DOWNTOWN,2006.705664,,,,,194212.27962000002,1.28
25657,Small- and Mid-Sized Office,DOWNTOWN,2614.47735168,Office,2614.47735168,,94.5,1035579.96563125,35.37
25658,Small- and Mid-Sized Office,DOWNTOWN,2671.8914304,Office,1144.0080345600002,559.2763008000001,,2944055.6455475,124.565
25659,Small- and Mid-Sized Office,DOWNTOWN,3626.0056512,Office,2972.9901830400004,621.0568224,99.0,806905.502906875,13.024999999999999
25660,Small- and Mid-Sized Office,DOWNTOWN,2586.23482752,Office,2586.23482752,,74.0,1403226.9645262498,8.93
25661,Small- and Mid-Sized Office,DOWNTOWN,4386.417033600001,Office,2197.9930233600003,2078.79842304,65.5,2896713.1251099994,65.515
25663,Other,EAST,5720.9692032,Other,3370.5222912000004,2151.07698816,,4938177.469495,72.025
25664,Small- and Mid-Sized Office,EAST,2853.9813888000003,Office,2761.0783488,92.90304,,1446442.0243025,26.12
25666,Mixed Use Property,EAST,1917.5187456,Retail Store,905.8046400000001,855.8228044800001,,399847.38066543895,2.645
25667,Mixed Use Property,EAST,3243.61673856,Retail Store,1391.9662483200002,988.3025395200001,,1406477.010915,9.585
25670,Small- and Mid-Sized Office,EAST,1941.3948268800002,Office,950.21229312,318.93613632,,1017013.05298564,16.705
25671,Retail Store,EAST,3431.8382976000003,Retail Store,3431.8382976000003,,99.0,521325.40647543897,3.4450000000000003
25672,Small- and Mid-Sized Office,EAST,2124.32091264,Office,2124.32091264,,,1233009.51883875,20.355
25673,Retail Store,EAST,2809.3879296,Retail Store,2991.9424032,66.33277056,78.0,1334225.0514075,17.665
25694,Other,NORTHEAST,2655.72630144,Other,2510.42594688,,,5369411.352,35.480000000000004
25709,Hotel,DOWNTOWN,2675.6075520000004,Hotel,2006.705664,668.9018880000001,,5098379.098719999,199.345
25711,Restaurant,DOWNTOWN,2675.6075520000004,,,,,1031571.8256618748,30.785
25713,Small- and Mid-Sized Office,DOWNTOWN,3270.3728140800004,Office,2250.76195008,847.9260460800001,2.5,3640371.3748149998,24.055
25737,Senior Care Community,EAST,8836.65845568,Senior Care Community,6413.5613664,2423.09708928,1.0,7960447.21861,187.995
25743,Worship Facility,EAST,2285.414784,Worship Facility,2285.414784,,69.0,381695.17227731395,6.285
25745,Worship Facility,EAST,4538.313504000001,Worship Facility,2668.6398240000003,401.805648,,1319706.6345125001,61.55
25772,Hospital,SOUTHWEST,5096.93948352,Hospital (General Medical & Surgical),10193.87896704,,100.0,2175607.1785525,14.275
25839,Warehouse,GREATER DUWAMISH,2322.576,Non-Refrigerated Warehouse,1244.25041472,696.7728000000001,,2147650.39649625,63.81
25842,Warehouse,GREATER DUWAMISH,2322.576,Non-Refrigerated Warehouse,2229.6729600000003,92.90304,,305275.97302312497,7.255
25844,Other,GREATER DUWAMISH,2101.65257088,Manufacturing/Industrial Plant,2136.76992,,,891115.446513125,24.08
25847,Small- and Mid-Sized Office,EAST,2558.9213337600004,Office,2077.7764896000003,347.82898176000003,90.0,1112794.8614375,16.19
25886,Small- and Mid-Sized Office,DOWNTOWN,4404.9976416,Office,2404.7022873600004,650.32128,,1726751.61798625,10.89
25907,Other,MAGNOLIA / QUEEN ANNE,2133.0537984000002,Other - Entertainment/Public Assembly,2133.0537984000002,,,2537824.179275,88.19999999999999
25914,Supermarket / Grocery Store,EAST,4156.38910656,Supermarket/Grocery Store,4156.38910656,0.0,17.5,15935177.8395,390.58
25932,Mixed Use Property,NORTHEAST,2116.14544512,Retail Store,1968.98702976,1200.58598592,,2813882.3427475,117.215
25935,Worship Facility,BALLARD,2003.1753484800001,Worship Facility,1955.7947980800002,37.161216,24.5,1073761.92761875,36.07
25954,Other,CENTRAL,2392.53198912,Other - Entertainment/Public Assembly,2392.53198912,,,1808497.33708,62.79
25955,Other,EAST,6622.1286912000005,Other - Recreation,6622.1286912000005,,,26007334.506,898.7750000000001
25956,K-12 School,EAST,3557.90772288,K-12 School,3557.90772288,,83.5,2579983.1899325,76.05000000000001
25965,Senior Care Community,EAST,14243.150868480001,Senior Care Community,13804.462713600002,6718.46914368,40.5,22320672.10992,723.05
25992,Mixed Use Property,DOWNTOWN,112103.31127680001,Office,29669.60775744,16819.816682880002,85.5,30737624.27192,412.735
26002,Worship Facility,SOUTHEAST,2248.253568,Worship Facility,2248.253568,0.0,43.5,1231687.13301125,30.525
26040,Self-Storage Facility,DELRIDGE,6188.271494400001,Self-Storage Facility,6198.490828800001,,,778387.132195,17.515
26098,K-12 School,NORTHWEST,2157.39439488,K-12 School,1394.10301824,,59.5,1416372.8143025,54.385000000000005
26115,Mixed Use Property,EAST,2273.89480704,Fitness Center/Health Club/Gym,696.8657030400001,545.52665088,,2861298.45362,90.60499999999999
26119,Retail Store,EAST,2299.35024,Retail Store,1787.4544896000002,190.451232,,1023403.25440625,28.665
26125,K-12 School,EAST,5574.182400000001,K-12 School,4532.08900032,,50.5,4488518.151032499,128.985
26126,Other,EAST,4325.565542400001,Other - Entertainment/Public Assembly,4325.565542400001,,,951503.0584968749,22.95
26139,Other,MAGNOLIA / QUEEN ANNE,2824.9956403200003,Bank Branch,2322.576,502.41964032000004,60.5,1548151.7205987498,10.125
26146,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2797.2176313600003,Office,2638.446336,668.9018880000001,88.5,1704114.8440974997,34.065
26150,K-12 School,SOUTHWEST,3709.5254841600004,K-12 School,3709.5254841600004,,82.5,2225711.4504225,47.745000000000005
26154,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2367.26236224,Office,2367.26236224,,93.5,1050437.518375,34.44
26157,Senior Care Community,SOUTHEAST,13126.920842880001,Senior Care Community,13126.920842880001,,72.5,21706941.597799998,708.02
26183,Small- and Mid-Sized Office,LAKE UNION,2581.58967552,Office,3029.5681344000004,452.80941696,76.5,2180105.4268624997,36.025000000000006
26218,Hotel,NORTHWEST,3874.4283801600004,Hotel,3874.4283801600004,,78.5,2067120.0405812499,57.535
26233,Other,GREATER DUWAMISH,3344.5094400000003,Other,3158.7033600000004,130.064256,,4009522.7573875,62.25
26235,Warehouse,GREATER DUWAMISH,2073.96746496,Non-Refrigerated Warehouse,1950.9638400000001,,52.5,668024.526161875,20.744999999999997
26236,Other,GREATER DUWAMISH,2913.4393344,Other - Entertainment/Public Assembly,2972.89728,,,1881031.98672625,38.42
26237,Mixed Use Property,GREATER DUWAMISH,2833.1711078400003,Retail Store,1332.60120576,954.30002688,,2203659.773245,45.28
26254,Small- and Mid-Sized Office,EAST,2564.123904,Office,1223.997552,852.385392,83.5,1089636.5582024998,12.34
26289,Senior Care Community,Northwest,5200.15476096,Senior Care Community,5202.57024,,77.0,6720552.31227,197.485
26319,K-12 School,GREATER DUWAMISH,4914.663719040001,K-12 School,4914.663719040001,,78.5,2556595.0155,55.59
26324,Senior Care Community,NORTH,2098.0293523200003,Senior Care Community,2098.0293523200003,,94.5,2250827.9450175,68.155
26331,Small- and Mid-Sized Office,LAKE UNION,2943.72572544,Office,2408.69711808,627.0955200000001,40.5,2298524.438085,15.185
26348,Small- and Mid-Sized Office,LAKE UNION,2479.9537497600004,Office,2314.58633856,438.50234880000005,93.5,751876.90334,4.789999999999999
26359,Warehouse,NORTHWEST,2731.349376,Non-Refrigerated Warehouse,2322.576,,68.5,241705.014225,1.6
26379,Hotel,GREATER DUWAMISH,2085.85905408,Hotel,2085.85905408,,81.5,1398330.6288899998,43.295
26392,Other,NORTHEAST,2393.8326316800003,Bank Branch,1619.67159936,,20.5,1742460.9338562498,11.24
26393,Retail Store,NORTHEAST,3150.3420864000004,Retail Store,1354.9908384,1343.5637644800001,73.5,2045163.5166274998,37.129999999999995
26396,Worship Facility,NORTHEAST,7283.69123904,Worship Facility,5797.149696,923.4562176000001,,2932899.04546,77.875
26460,Warehouse,LAKE UNION,7312.9556966400005,Non-Refrigerated Warehouse,3834.5729760000004,2731.2564729600003,31.0,4739938.553385001,47.045
26465,K-12 School,LAKE UNION,3093.671232,K-12 School,2855.8394496,,93.0,2098464.42247375,68.41
26473,Supermarket / Grocery Store,LAKE UNION,2676.35077632,Supermarket/Grocery Store,2896.1593689600004,,28.5,10362872.11914,237.51
26528,Small- and Mid-Sized Office,NORTHEAST,2598.12641664,Office,1947.4335244800002,650.69289216,58.0,1266617.5979024998,7.675
26529,Supermarket / Grocery Store,NORTHEAST,2436.47512704,Supermarket/Grocery Store,2399.4997171200002,0.0,38.0,8224556.959464999,152.215
26532,Mixed Use Property,NORTHEAST,1928.6671104000002,,,,,,
26535,Mixed Use Property,NORTHEAST,3246.77544192,Bank Branch,1782.15901632,1782.15901632,19.5,1284338.9791337498,7.88
26587,Small- and Mid-Sized Office,LAKE UNION,3496.7775225600003,Office,1898.38071936,702.0682732800001,,6362187.731255,41.44
26593,Small- and Mid-Sized Office,DOWNTOWN,2121.9054336,Office,1709.415936,412.48949760000005,62.5,1096844.79406375,6.27
26594,Other,DOWNTOWN,1989.9831168,Museum,968.0496768,464.51520000000005,,879708.30264625,9.435
26596,Small- and Mid-Sized Office,DOWNTOWN,1939.8154752,Office,1939.8154752,,,1435504.6129299998,31.724999999999998
26600,Mixed Use Property,DOWNTOWN,2415.47904,Office,1207.73952,1207.73952,,1445913.76894875,36.205
26601,Small- and Mid-Sized Office,DOWNTOWN,3593.0250720000004,Office,1124.126784,397.71791424,,1969456.82909125,41.83
26602,Small- and Mid-Sized Office,DOWNTOWN,4640.59975104,Office,2976.5204985600003,2232.9245664,,5804694.818549999,169.73000000000002
26611,Medical Office,SOUTHEAST,2404.3306752000003,Medical Office,2404.3306752000003,,11.0,2063051.9270449998,20.795
26657,Worship Facility,NORTHEAST,3810.2323795200004,Worship Facility,2982.00177792,214.6060224,,1404751.3284025,40.644999999999996
26667,Other,NORTHEAST,1957.9315680000002,Social/Meeting Hall,1679.2224480000002,278.70912000000004,,1823070.6830362498,51.67
26670,Worship Facility,NORTHEAST,4318.5978144,Worship Facility,5938.548122880001,,77.0,1896535.6318374998,47.14
26681,Small- and Mid-Sized Office,NORTHWEST,5285.81136384,Office,3787.4711347200005,1498.34022912,88.5,1795844.7937949998,28.94
26695,Worship Facility,NORTHWEST,2554.8336000000004,Worship Facility,2554.8336000000004,,65.0,673380.010721875,13.969999999999999
26705,Small- and Mid-Sized Office,DOWNTOWN,3403.0383552000003,Office,2043.86688,1021.93344,90.5,564323.2722331249,3.73
26706,Small- and Mid-Sized Office,DOWNTOWN,2492.5885632,Office,1564.3013875200002,929.0304000000001,,2312918.4897824996,58.894999999999996
26708,Small- and Mid-Sized Office,DOWNTOWN,3894.4954368000003,Office,3894.4954368000003,,93.5,1238047.8919275,8.18
26710,Small- and Mid-Sized Office,DOWNTOWN,3426.1712121600003,Office,4087.73376,,95.5,1280480.09718375,23.94
26719,Small- and Mid-Sized Office,DOWNTOWN,3125.2582656000004,Office,2538.29685888,,69.5,1236554.12479125,7.57
26720,Warehouse,DOWNTOWN,4039.7957913600003,Non-Refrigerated Warehouse,2454.1267046400003,885.4588742400001,18.0,1660473.3422575,10.969999999999999
26726,Mixed Use Property,DOWNTOWN,2088.4603392000004,Office,1003.352832,1003.352832,,1046971.9759812499,6.92
26728,Hotel,DOWNTOWN,3067.47257472,Hotel,2154.70020672,572.7472416,47.5,5585203.30133,175.14999999999998
26731,Small- and Mid-Sized Office,DOWNTOWN,2462.8595904000003,Office,2861.4136320000002,,91.0,1051617.43839564,11.225
26759,Warehouse,LAKE UNION,3718.7228851200002,Non-Refrigerated Warehouse,3086.4247948800003,948.35423232,79.0,1004761.696001875,6.82
26761,Small- and Mid-Sized Office,LAKE UNION,4135.1143104,Office,2441.6776972800003,1693.4366131200002,21.0,2435877.424185,15.67
26773,Worship Facility,NORTH,2008.93533696,Worship Facility,2008.93533696,,84.0,771876.3569349999,20.34
26808,K-12 School,NORTHWEST,3924.13150656,K-12 School,4533.57544896,,77.0,2669493.82092,70.13
26821,K-12 School,Northwest,4771.5001344,K-12 School,4740.47051904,,90.5,1674887.37415375,30.875
26833,Small- and Mid-Sized Office,DOWNTOWN,2006.705664,Office,1077.675264,929.0304000000001,,1649556.1089075,36.225
26838,Hotel,DOWNTOWN,3767.40407808,Hotel,3767.40407808,,99.0,1484048.0554125,52.325
26847,Small- and Mid-Sized Office,DOWNTOWN,2920.1283532800003,Office,2142.25119936,661.93416,,1511687.52817375,9.989999999999998
26849,Retail Store,DOWNTOWN,2280.769632,Retail Store,1254.1910400000002,1026.578592,100.0,666095.57974625,6.445
26870,K-12 School,LAKE UNION,5671.91639808,K-12 School,5671.91639808,,82.0,2623663.7289925,44.28
26883,Other,CENTRAL,2402.84422656,Social/Meeting Hall,1241.5562265600001,782.2435968000001,,991244.33348689,32.42
